,,Total,,Total Consumer,,Usership,,,,,,Suatainability advocacy,,,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,,Total Investor,,,,Investment,,,,,,highest proportion investment,,,,,,,,Industry,,,,,,Suatainability advocacy,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,
,,Total,,Total Consumer,,Total,,CRC user,,Non CRC user,,Total,,Will buy the product/service even if it is more expensive than the regular product/service,,Will buy the product/service even if it is much more expensive than the regular product/service,,Will buy the product/service regardless of the price,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,,Total Investor,,2,,Total,,CRC invester,,CRC non invester,,Total,,PTT,,CPALL,,OR,,Total,,Retail,,Non retail,,Total,,4,,5,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,>55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,
,,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N
,HOMEPRO,42%,264,39%,151,42%,89,45%,76,31%,13,40%,74,38%,27,38%,21,46%,26,39%,151,31%,16,34%,18,46%,73,36%,44,42%,89,50%,40,40%,31,33%,18,39%,151,37%,71,41%,80,39%,151,38%,26,36%,44,42%,52,41%,29,39%,151,36%,70,42%,81,52%,25,37%,18,35%,18,43%,20,39%,151,48%,24,37%,36,38%,91,,,45%,113,45%,113,47%,15,45%,98,46%,71,38%,26,53%,31,50%,14,45%,113,52%,73,37%,40,48%,104,37%,24,52%,80,45%,113,43%,9,57%,32,50%,48,32%,24,49%,57,54%,29,43%,20,47%,8,45%,113,40%,49,51%,64,45%,113,40%,12,47%,42,51%,33,33%,12,50%,14,39%,151,36%,70,42%,81,52%,25,37%,18,35%,18,43%,20,45%,113,39%,32,49%,52,48%,29
,CPALL,63%,398,59%,228,63%,133,62%,105,67%,28,61%,112,65%,47,55%,31,61%,34,59%,228,49%,25,64%,34,68%,108,50%,61,63%,133,71%,57,60%,46,56%,30,59%,228,59%,114,58%,114,59%,228,52%,36,60%,73,58%,72,66%,47,59%,228,59%,113,59%,115,60%,29,55%,27,65%,33,55%,26,59%,228,56%,28,60%,58,59%,142,,,68%,170,68%,170,84%,27,66%,143,73%,113,69%,47,86%,50,57%,16,68%,170,72%,101,64%,69,69%,151,63%,41,72%,110,68%,170,62%,13,75%,42,69%,66,64%,49,68%,79,78%,42,65%,30,41%,7,68%,170,65%,80,72%,90,68%,170,57%,17,62%,56,75%,49,81%,29,68%,19,59%,228,59%,113,59%,115,60%,29,55%,27,65%,33,55%,26,68%,170,55%,46,77%,82,70%,42
,Central Pattana,33%,210,29%,114,40%,85,41%,70,36%,15,29%,54,31%,22,34%,19,23%,13,29%,114,,,55%,29,53%,85,,,40%,85,51%,41,38%,29,28%,15,29%,114,27%,52,32%,62,29%,114,29%,20,31%,38,28%,35,30%,21,29%,114,33%,64,26%,50,21%,10,29%,14,27%,14,26%,12,29%,114,24%,12,29%,28,31%,74,,,39%,96,39%,96,56%,18,36%,78,34%,52,26%,18,40%,23,39%,11,39%,96,45%,64,30%,32,42%,91,32%,21,46%,70,39%,96,,,79%,44,54%,52,,,44%,52,57%,31,37%,17,24%,4,39%,96,38%,47,39%,49,39%,96,27%,8,36%,32,49%,32,39%,14,36%,10,29%,114,33%,64,26%,50,21%,10,29%,14,27%,14,26%,12,39%,96,37%,31,42%,45,33%,20
,Central Retail,28%,176,28%,107,51%,107,51%,87,48%,20,30%,55,29%,21,27%,15,34%,19,28%,107,59%,30,,,48%,77,,,51%,107,58%,46,56%,43,33%,18,28%,107,28%,54,27%,53,28%,107,28%,19,24%,29,26%,33,37%,26,28%,107,29%,56,26%,51,31%,15,16%,8,22%,11,36%,17,28%,107,26%,13,29%,28,28%,66,,,28%,69,28%,69,81%,26,20%,43,25%,38,28%,19,16%,9,36%,10,28%,69,27%,38,29%,31,28%,62,25%,16,30%,46,28%,69,71%,15,,,56%,54,,,59%,69,72%,39,48%,22,47%,8,28%,69,30%,37,26%,32,28%,69,17%,5,24%,22,34%,22,31%,11,32%,9,28%,107,29%,56,26%,51,31%,15,16%,8,22%,11,36%,17,28%,69,30%,25,24%,25,32%,19
,MAKRO,46%,291,42%,162,46%,97,46%,78,45%,19,40%,73,38%,27,36%,20,46%,26,42%,162,39%,20,38%,20,48%,77,37%,45,46%,97,51%,41,48%,37,35%,19,42%,162,39%,75,45%,87,42%,162,36%,25,39%,47,45%,56,48%,34,42%,162,43%,82,41%,80,48%,23,43%,21,27%,14,47%,22,42%,162,42%,21,34%,33,45%,108,,,52%,129,52%,129,59%,19,51%,110,55%,85,51%,35,64%,37,46%,13,52%,129,59%,83,43%,46,56%,122,37%,24,64%,98,52%,129,43%,9,68%,38,52%,50,42%,32,50%,59,59%,32,41%,19,47%,8,52%,129,46%,57,58%,72,52%,129,40%,12,54%,49,58%,38,50%,18,43%,12,42%,162,43%,82,41%,80,48%,23,43%,21,27%,14,47%,22,52%,129,46%,38,58%,61,50%,30
,BJC,21%,131,20%,78,27%,58,28%,48,24%,10,19%,35,22%,16,14%,8,20%,11,20%,78,16%,8,17%,9,31%,50,9%,11,27%,58,33%,26,27%,21,20%,11,20%,78,18%,35,22%,43,20%,78,26%,18,16%,19,19%,24,24%,17,20%,78,18%,35,22%,43,25%,12,22%,11,22%,11,19%,9,20%,78,20%,10,21%,20,20%,48,,,21%,53,21%,53,44%,14,18%,39,19%,30,21%,14,14%,8,29%,8,21%,53,22%,31,20%,22,22%,49,26%,17,21%,32,21%,53,10%,2,5%,3,43%,41,9%,7,37%,43,35%,19,43%,20,24%,4,21%,53,23%,29,19%,24,21%,53,10%,3,20%,18,20%,13,31%,11,29%,8,20%,78,18%,35,22%,43,25%,12,22%,11,22%,11,19%,9,21%,53,28%,23,19%,20,17%,10
,The Mall Group,34%,219,33%,129,42%,89,45%,76,31%,13,34%,63,33%,24,38%,21,32%,18,33%,129,35%,18,34%,18,44%,71,18%,22,42%,89,49%,39,49%,38,22%,12,33%,129,36%,69,31%,60,33%,129,26%,18,34%,41,36%,45,35%,25,33%,129,33%,63,34%,66,40%,19,29%,14,25%,13,43%,20,33%,129,30%,15,31%,30,35%,84,,,36%,90,36%,90,38%,12,36%,78,38%,58,34%,23,41%,24,39%,11,36%,90,44%,62,26%,28,39%,85,23%,15,46%,70,36%,90,29%,6,41%,23,40%,38,30%,23,38%,44,37%,20,37%,17,41%,7,36%,90,31%,38,42%,52,36%,90,37%,11,32%,29,40%,26,39%,14,36%,10,33%,129,33%,63,34%,66,40%,19,29%,14,25%,13,43%,20,36%,90,28%,23,43%,46,35%,21
,Siam Piwat,11%,70,10%,38,16%,34,18%,31,7%,3,9%,17,10%,7,7%,4,11%,6,10%,38,8%,4,4%,2,19%,30,2%,2,16%,34,20%,16,13%,10,15%,8,10%,38,13%,24,7%,14,10%,38,6%,4,8%,10,10%,13,15%,11,10%,38,14%,26,6%,12,4%,2,8%,4,6%,3,6%,3,10%,38,6%,3,6%,6,12%,29,,,13%,32,13%,32,31%,10,10%,22,14%,21,18%,12,9%,5,14%,4,13%,32,11%,16,15%,16,14%,30,11%,7,15%,23,13%,32,10%,2,2%,1,28%,27,3%,2,25%,29,26%,14,28%,13,12%,2,13%,32,14%,17,12%,15,13%,32,7%,2,10%,9,17%,11,14%,5,18%,5,10%,38,14%,26,6%,12,4%,2,8%,4,6%,3,6%,3,13%,32,16%,13,12%,13,10%,6
,None,7%,46,8%,32,8%,17,9%,15,5%,2,2%,3,1%,1,4%,2,,,8%,32,4%,2,9%,5,9%,15,8%,10,8%,17,4%,3,5%,4,19%,10,8%,32,7%,13,10%,19,8%,32,10%,7,7%,9,9%,11,7%,5,8%,32,9%,18,7%,14,8%,4,8%,4,12%,6,,,8%,32,2%,1,7%,7,10%,24,,,6%,14,6%,14,3%,1,6%,13,4%,6,4%,3,5%,3,,,6%,14,4%,6,7%,8,4%,9,11%,7,1%,2,6%,14,5%,1,4%,2,8%,8,4%,3,8%,9,,,9%,4,29%,5,6%,14,6%,7,6%,7,6%,14,,,3%,3,9%,6,8%,3,7%,2,8%,32,9%,18,7%,14,8%,4,8%,4,12%,6,,,6%,14,11%,9,3%,3,3%,2
23) ให้บริการโดยคำนึงถึงลูกค้าเป็นหลัก,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
,HOMEPRO,41%,259,38%,146,39%,83,38%,65,43%,18,40%,73,39%,28,46%,26,34%,19,38%,146,31%,16,25%,13,42%,67,41%,50,39%,83,51%,41,34%,26,30%,16,38%,146,36%,70,39%,76,38%,146,41%,28,33%,40,38%,48,42%,30,38%,146,35%,67,41%,79,40%,19,39%,19,41%,21,43%,20,38%,146,48%,24,33%,32,38%,90,,,45%,113,45%,113,44%,14,46%,99,46%,71,43%,29,52%,30,43%,12,45%,113,56%,79,31%,34,47%,103,38%,25,51%,78,45%,113,24%,5,61%,34,53%,51,30%,23,48%,56,56%,30,43%,20,35%,6,45%,113,40%,50,50%,63,45%,113,37%,11,48%,43,49%,32,39%,14,46%,13,38%,146,35%,67,41%,79,40%,19,39%,19,41%,21,43%,20,45%,113,37%,31,49%,52,50%,30
,CPALL,57%,361,53%,206,57%,120,57%,96,57%,24,54%,100,63%,45,50%,28,48%,27,53%,206,43%,22,57%,30,61%,98,46%,56,57%,120,69%,55,55%,42,43%,23,53%,206,54%,104,52%,102,53%,206,51%,35,52%,63,55%,69,55%,39,53%,206,55%,106,51%,100,50%,24,53%,26,55%,28,47%,22,53%,206,46%,23,53%,51,55%,132,,,62%,155,62%,155,69%,22,61%,133,68%,104,63%,43,78%,45,57%,16,62%,155,67%,95,56%,60,64%,139,48%,31,71%,108,62%,155,57%,12,70%,39,58%,56,63%,48,58%,68,65%,35,57%,26,41%,7,62%,155,59%,73,66%,82,62%,155,67%,20,56%,50,63%,41,72%,26,64%,18,53%,206,55%,106,51%,100,50%,24,53%,26,55%,28,47%,22,62%,155,60%,50,68%,72,55%,33
,Central Pattana,32%,201,28%,108,40%,84,41%,69,36%,15,28%,52,28%,20,30%,17,27%,15,28%,108,,,45%,24,53%,84,,,40%,84,48%,38,43%,33,24%,13,28%,108,28%,54,28%,54,28%,108,28%,19,31%,38,24%,30,30%,21,28%,108,33%,63,23%,45,23%,11,22%,11,25%,13,21%,10,28%,108,32%,16,27%,26,28%,66,,,37%,93,37%,93,50%,16,35%,77,33%,51,26%,18,43%,25,29%,8,37%,93,42%,59,31%,34,40%,87,23%,15,47%,72,37%,93,,,80%,45,50%,48,,,41%,48,57%,31,30%,14,18%,3,37%,93,34%,42,41%,51,37%,93,30%,9,36%,32,46%,30,39%,14,29%,8,28%,108,33%,63,23%,45,23%,11,22%,11,25%,13,21%,10,37%,93,35%,29,42%,45,32%,19
,Central Retail,27%,174,29%,111,53%,111,56%,95,38%,16,33%,60,29%,21,36%,20,34%,19,29%,111,57%,29,,,51%,82,,,53%,111,74%,59,48%,37,28%,15,29%,111,28%,53,30%,58,29%,111,30%,21,29%,35,26%,33,31%,22,29%,111,30%,57,28%,54,25%,12,16%,8,31%,16,38%,18,29%,111,32%,16,32%,31,27%,64,,,25%,63,25%,63,75%,24,18%,39,23%,35,24%,16,19%,11,29%,8,25%,63,23%,33,28%,30,25%,55,25%,16,25%,39,25%,63,67%,14,,,51%,49,,,54%,63,61%,33,52%,24,35%,6,25%,63,28%,35,22%,28,25%,63,17%,5,21%,19,29%,19,36%,13,25%,7,29%,111,30%,57,28%,54,25%,12,16%,8,31%,16,38%,18,25%,63,29%,24,22%,23,27%,16
,MAKRO,44%,281,42%,163,48%,101,46%,78,55%,23,42%,78,46%,33,34%,19,46%,26,42%,163,37%,19,38%,20,51%,82,34%,42,48%,101,58%,46,45%,35,37%,20,42%,163,39%,74,46%,89,42%,163,43%,30,36%,44,42%,53,51%,36,42%,163,41%,78,44%,85,40%,19,47%,23,41%,21,47%,22,42%,163,54%,27,38%,37,41%,99,,,47%,118,47%,118,50%,16,47%,102,49%,75,38%,26,62%,36,46%,13,47%,118,55%,77,38%,41,51%,112,34%,22,59%,90,47%,118,33%,7,63%,35,45%,43,43%,33,43%,50,54%,29,33%,15,35%,6,47%,118,42%,52,53%,66,47%,118,37%,11,49%,44,54%,35,44%,16,43%,12,42%,163,41%,78,44%,85,40%,19,47%,23,41%,21,47%,22,47%,118,43%,36,58%,61,35%,21
,BJC,19%,120,20%,76,29%,61,30%,51,24%,10,19%,35,21%,15,16%,9,20%,11,20%,76,14%,7,15%,8,34%,54,6%,7,29%,61,41%,33,23%,18,19%,10,20%,76,16%,31,23%,45,20%,76,26%,18,12%,15,21%,26,24%,17,20%,76,21%,41,18%,35,17%,8,16%,8,24%,12,15%,7,20%,76,24%,12,14%,14,21%,50,,,18%,44,18%,44,56%,18,12%,26,18%,27,21%,14,12%,7,21%,6,18%,44,17%,24,19%,20,19%,42,12%,8,22%,34,18%,44,19%,4,5%,3,32%,31,8%,6,30%,35,41%,22,22%,10,18%,3,18%,44,16%,20,19%,24,18%,44,10%,3,16%,14,15%,10,28%,10,25%,7,20%,76,21%,41,18%,35,17%,8,16%,8,24%,12,15%,7,18%,44,17%,14,23%,24,10%,6
,The Mall Group,34%,217,33%,128,42%,89,43%,72,40%,17,33%,61,28%,20,43%,24,30%,17,33%,128,29%,15,30%,16,46%,74,19%,23,42%,89,56%,45,43%,33,20%,11,33%,128,37%,71,29%,57,33%,128,20%,14,34%,41,38%,47,37%,26,33%,128,34%,66,32%,62,35%,17,27%,13,22%,11,45%,21,33%,128,32%,16,34%,33,33%,79,,,36%,89,36%,89,47%,15,34%,74,36%,56,35%,24,40%,23,32%,9,36%,89,43%,61,26%,28,39%,86,20%,13,48%,73,36%,89,19%,4,45%,25,40%,38,29%,22,36%,42,43%,23,33%,15,24%,4,36%,89,26%,32,46%,57,36%,89,27%,8,34%,31,45%,29,36%,13,29%,8,33%,128,34%,66,32%,62,35%,17,27%,13,22%,11,45%,21,36%,89,28%,23,45%,48,30%,18
,Siam Piwat,11%,67,10%,39,17%,36,19%,32,10%,4,10%,18,11%,8,7%,4,11%,6,10%,39,6%,3,2%,1,21%,33,2%,2,17%,36,25%,20,16%,12,7%,4,10%,39,12%,23,8%,16,10%,39,9%,6,8%,10,11%,14,13%,9,10%,39,14%,27,6%,12,4%,2,6%,3,8%,4,6%,3,10%,39,8%,4,6%,6,12%,29,,,11%,28,11%,28,38%,12,7%,16,11%,17,13%,9,9%,5,11%,3,11%,28,11%,15,12%,13,11%,25,8%,5,13%,20,11%,28,5%,1,4%,2,24%,23,3%,2,21%,24,26%,14,20%,9,6%,1,11%,28,10%,13,12%,15,11%,28,7%,2,12%,11,8%,5,17%,6,14%,4,10%,39,14%,27,6%,12,4%,2,6%,3,8%,4,6%,3,11%,28,14%,12,11%,12,7%,4
,None,8%,53,9%,35,9%,18,9%,16,5%,2,2%,3,3%,2,,,2%,1,9%,35,12%,6,13%,7,8%,12,8%,10,9%,18,,,9%,7,20%,11,9%,35,7%,14,11%,21,9%,35,9%,6,8%,10,9%,11,11%,8,9%,35,8%,15,10%,20,21%,10,10%,5,8%,4,2%,1,9%,35,4%,2,10%,10,10%,23,,,7%,18,7%,18,3%,1,8%,17,7%,11,4%,3,9%,5,11%,3,7%,18,6%,8,9%,10,5%,11,12%,8,2%,3,7%,18,10%,2,5%,3,9%,9,5%,4,9%,11,,,9%,4,41%,7,7%,18,9%,11,6%,7,7%,18,,,6%,5,9%,6,8%,3,14%,4,9%,35,8%,15,10%,20,21%,10,10%,5,8%,4,2%,1,7%,18,8%,7,5%,5,10%,6
24) บริการลูกค้าอย่างยอดเยี่ยม,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
,HOMEPRO,45%,286,43%,166,45%,95,45%,76,45%,19,43%,80,42%,30,50%,28,39%,22,43%,166,33%,17,28%,15,49%,78,46%,56,45%,95,56%,45,44%,34,30%,16,43%,166,39%,74,47%,92,43%,166,42%,29,43%,52,42%,52,46%,33,43%,166,39%,74,47%,92,52%,25,51%,25,47%,24,38%,18,43%,166,56%,28,37%,36,43%,102,,,48%,120,48%,120,59%,19,47%,101,49%,75,46%,31,52%,30,50%,14,48%,120,55%,78,39%,42,50%,108,34%,22,56%,86,48%,120,43%,9,54%,30,57%,55,34%,26,55%,64,65%,35,43%,20,53%,9,48%,120,44%,55,52%,65,48%,120,40%,12,44%,40,58%,38,47%,17,46%,13,43%,166,39%,74,47%,92,52%,25,51%,25,47%,24,38%,18,48%,120,42%,35,49%,52,55%,33
,CPALL,56%,355,52%,200,56%,118,55%,93,60%,25,55%,101,58%,42,52%,29,54%,30,52%,200,41%,21,55%,29,61%,97,43%,53,56%,118,68%,54,49%,38,48%,26,52%,200,53%,102,50%,98,52%,200,41%,28,51%,62,58%,73,52%,37,52%,200,53%,101,51%,99,46%,22,55%,27,53%,27,49%,23,52%,200,48%,24,52%,50,53%,126,,,62%,155,62%,155,69%,22,61%,133,64%,99,57%,39,79%,46,50%,14,62%,155,69%,97,54%,58,64%,140,48%,31,71%,109,62%,155,48%,10,79%,44,59%,57,58%,44,57%,67,69%,37,54%,25,29%,5,62%,155,63%,78,62%,77,62%,155,57%,17,60%,54,65%,42,67%,24,64%,18,52%,200,53%,101,51%,99,46%,22,55%,27,53%,27,49%,23,62%,155,49%,41,73%,77,62%,37
,Central Pattana,35%,223,32%,122,43%,90,44%,74,38%,16,34%,63,33%,24,32%,18,38%,21,32%,122,,,60%,32,56%,90,,,43%,90,56%,45,38%,29,30%,16,32%,122,30%,57,33%,65,32%,122,28%,19,34%,41,28%,35,38%,27,32%,122,36%,69,27%,53,29%,14,31%,15,31%,16,17%,8,32%,122,32%,16,28%,27,33%,79,,,41%,101,41%,101,63%,20,37%,81,36%,56,34%,23,41%,24,32%,9,41%,101,48%,68,31%,33,44%,95,31%,20,49%,75,41%,101,,,82%,46,57%,55,,,47%,55,65%,35,37%,17,18%,3,41%,101,40%,49,42%,52,41%,101,27%,8,40%,36,52%,34,42%,15,29%,8,32%,122,36%,69,27%,53,29%,14,31%,15,31%,16,17%,8,41%,101,40%,33,45%,48,33%,20
,Central Retail,29%,182,29%,113,54%,113,57%,97,38%,16,33%,61,28%,20,36%,20,38%,21,29%,113,67%,34,,,49%,79,,,54%,113,69%,55,52%,40,33%,18,29%,113,24%,47,34%,66,29%,113,35%,24,29%,35,26%,32,31%,22,29%,113,30%,57,29%,56,29%,14,20%,10,29%,15,36%,17,29%,113,34%,17,27%,26,29%,70,,,28%,69,28%,69,78%,25,20%,44,24%,37,31%,21,16%,9,25%,7,28%,69,28%,39,28%,30,28%,62,29%,19,28%,43,28%,69,81%,17,,,54%,52,,,59%,69,69%,37,54%,25,41%,7,28%,69,30%,37,26%,32,28%,69,10%,3,27%,24,34%,22,33%,12,29%,8,29%,113,30%,57,29%,56,29%,14,20%,10,29%,15,36%,17,28%,69,36%,30,20%,21,30%,18
,MAKRO,43%,271,40%,154,44%,93,44%,74,45%,19,42%,77,39%,28,34%,19,54%,30,40%,154,33%,17,34%,18,48%,76,35%,43,44%,93,58%,46,36%,28,35%,19,40%,154,37%,71,43%,83,40%,154,41%,28,33%,40,42%,53,46%,33,40%,154,39%,74,41%,80,44%,21,37%,18,33%,17,51%,24,40%,154,52%,26,41%,40,37%,88,,,47%,117,47%,117,44%,14,47%,103,49%,75,46%,31,57%,33,39%,11,47%,117,59%,83,31%,34,51%,112,34%,22,59%,90,47%,117,29%,6,68%,38,46%,44,38%,29,43%,50,56%,30,33%,15,29%,5,47%,117,42%,52,52%,65,47%,117,33%,10,51%,46,57%,37,39%,14,36%,10,40%,154,39%,74,41%,80,44%,21,37%,18,33%,17,51%,24,47%,117,42%,35,55%,58,40%,24
,BJC,19%,119,19%,74,27%,56,27%,45,26%,11,17%,32,18%,13,16%,9,18%,10,19%,74,14%,7,19%,10,31%,49,7%,8,27%,56,34%,27,25%,19,19%,10,19%,74,17%,32,22%,42,19%,74,25%,17,16%,20,18%,23,20%,14,19%,74,18%,34,21%,40,17%,8,16%,8,29%,15,19%,9,19%,74,24%,12,20%,19,18%,43,,,18%,45,18%,45,44%,14,14%,31,18%,28,24%,16,10%,6,21%,6,18%,45,19%,27,17%,18,20%,43,15%,10,22%,33,18%,45,14%,3,5%,3,34%,33,8%,6,31%,36,41%,22,26%,12,12%,2,18%,45,19%,24,17%,21,18%,45,10%,3,18%,16,18%,12,22%,8,21%,6,19%,74,18%,34,21%,40,17%,8,16%,8,29%,15,19%,9,18%,45,23%,19,17%,18,13%,8
,The Mall Group,36%,229,34%,131,40%,85,41%,69,38%,16,34%,63,31%,22,38%,21,36%,20,34%,131,24%,12,38%,20,46%,73,21%,26,40%,85,54%,43,38%,29,24%,13,34%,131,35%,68,32%,63,34%,131,30%,21,31%,38,36%,45,38%,27,34%,131,36%,70,31%,61,33%,16,16%,8,27%,14,49%,23,34%,131,28%,14,30%,29,37%,88,,,39%,98,39%,98,38%,12,40%,86,41%,63,43%,29,43%,25,32%,9,39%,98,47%,66,30%,32,43%,93,25%,16,50%,77,39%,98,24%,5,43%,24,46%,44,33%,25,42%,49,52%,28,37%,17,24%,4,39%,98,35%,43,44%,55,39%,98,37%,11,40%,36,45%,29,36%,13,32%,9,34%,131,36%,70,31%,61,33%,16,16%,8,27%,14,49%,23,39%,98,34%,28,46%,49,35%,21
,Siam Piwat,11%,71,10%,40,17%,36,20%,33,7%,3,10%,19,13%,9,5%,3,13%,7,10%,40,6%,3,4%,2,21%,33,2%,2,17%,36,24%,19,17%,13,7%,4,10%,40,11%,21,10%,19,10%,40,9%,6,11%,14,11%,14,8%,6,10%,40,15%,28,6%,12,4%,2,6%,3,8%,4,6%,3,10%,40,8%,4,8%,8,12%,28,,,12%,31,12%,31,38%,12,9%,19,13%,20,19%,13,7%,4,11%,3,12%,31,13%,19,11%,12,12%,27,6%,4,15%,23,12%,31,5%,1,2%,1,29%,28,1%,1,25%,29,35%,19,20%,9,6%,1,12%,31,10%,13,14%,18,12%,31,7%,2,11%,10,14%,9,17%,6,14%,4,10%,40,15%,28,6%,12,4%,2,6%,3,8%,4,6%,3,12%,31,19%,16,12%,13,3%,2
,None,6%,38,6%,24,8%,16,7%,12,10%,4,1%,2,1%,1,2%,1,,,6%,24,2%,1,8%,4,9%,15,3%,4,8%,16,,,6%,5,20%,11,6%,24,4%,8,8%,16,6%,24,9%,6,4%,5,6%,8,7%,5,6%,24,7%,13,6%,11,8%,4,6%,3,6%,3,2%,1,6%,24,2%,1,9%,9,6%,14,,,6%,14,6%,14,6%,2,6%,12,6%,10,4%,3,9%,5,7%,2,6%,14,2%,3,10%,11,4%,9,11%,7,1%,2,6%,14,,,2%,1,9%,9,5%,4,8%,9,,,9%,4,29%,5,6%,14,7%,9,4%,5,6%,14,3%,1,3%,3,6%,4,8%,3,11%,3,6%,24,7%,13,6%,11,8%,4,6%,3,6%,3,2%,1,6%,14,5%,4,6%,6,7%,4
25) มีความยืดหยุ่น คล่องตัว,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
,HOMEPRO,34%,215,30%,117,28%,59,29%,49,24%,10,35%,64,29%,21,36%,20,41%,23,30%,117,18%,9,26%,14,31%,50,36%,44,28%,59,44%,35,23%,18,11%,6,30%,117,29%,55,32%,62,30%,117,26%,18,28%,34,32%,40,35%,25,30%,117,27%,51,34%,66,40%,19,33%,16,29%,15,34%,16,30%,117,44%,22,33%,32,26%,63,,,39%,98,39%,98,41%,13,39%,85,40%,61,37%,25,47%,27,32%,9,39%,98,47%,66,30%,32,42%,92,29%,19,48%,73,39%,98,38%,8,50%,28,42%,40,29%,22,41%,48,50%,27,35%,16,29%,5,39%,98,35%,44,43%,54,39%,98,27%,8,44%,40,43%,28,36%,13,32%,9,30%,117,27%,51,34%,66,40%,19,33%,16,29%,15,34%,16,39%,98,34%,28,42%,45,42%,25
