,,Total,,Total Consumer,,Usership,,,,,,Suatainability advocacy,,,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,,Total Investor,,,,Investment,,,,,,highest proportion investment,,,,,,,,Industry,,,,,,Suatainability advocacy,,,,,,CRC/ CPN awareness,,,,,,,,,,NPS,,,,,,,,Gender,,,,,,Age,,,,,,,,,,,,Region,,,,,,,,,,,,,,Income,,,,,,,
,,Total,,Total Consumer,,Total,,CRC user,,Non CRC user,,Total,,Will buy the product/service even if it is more expensive than the regular product/service,,Will buy the product/service even if it is much more expensive than the regular product/service,,Will buy the product/service regardless of the price,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,,Total Investor,,2,,Total,,CRC invester,,CRC non invester,,Total,,PTT,,CPALL,,OR,,Total,,Retail,,Non retail,,Total,,4,,5,,Total,,CRC Aware,,CPN Aware,,Both CRC and CPN Aware,,Non-aware,,Total,,Promoter,,Passive,,Detector,,Total,,Male,,Female,,Total,,25-29 yrs,,30-39 yrs,,40-49 yrs,,50-55 yrs,,>55 yrs,,Total,,GBKK,,UPC [Net],,Central,,North,,South,,Northeast,,Total,,A/A+,,B,,C,
,,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N,%,N
19) ทันสมัย นำเทรนด์,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
,HOMEPRO,37%,235,34%,131,38%,81,42%,71,24%,10,36%,67,36%,26,39%,22,34%,19,34%,131,27%,14,23%,12,42%,67,31%,38,38%,81,49%,39,35%,27,28%,15,34%,131,30%,58,37%,73,34%,131,28%,19,34%,42,34%,42,39%,28,34%,131,32%,62,35%,69,35%,17,33%,16,43%,22,30%,14,34%,131,44%,22,30%,29,33%,80,,,42%,104,42%,104,41%,13,42%,91,41%,63,34%,23,50%,29,39%,11,42%,104,53%,75,27%,29,45%,98,31%,20,51%,78,42%,104,24%,5,57%,32,45%,43,32%,24,41%,48,52%,28,33%,15,29%,5,42%,104,35%,43,49%,61,42%,104,33%,10,43%,39,48%,31,36%,13,39%,11,34%,131,32%,62,35%,69,35%,17,33%,16,43%,22,30%,14,42%,104,34%,28,45%,48,47%,28
,CPALL,59%,373,53%,204,55%,117,54%,92,60%,25,50%,92,56%,40,41%,23,52%,29,53%,204,45%,23,55%,29,59%,94,47%,58,55%,117,59%,47,56%,43,50%,27,53%,204,52%,100,53%,104,53%,204,48%,33,52%,64,54%,68,55%,39,53%,204,51%,98,54%,106,58%,28,49%,24,61%,31,49%,23,53%,204,48%,24,56%,54,53%,126,,,68%,169,68%,169,72%,23,67%,146,71%,109,65%,44,84%,49,57%,16,68%,169,70%,98,66%,71,70%,152,65%,42,72%,110,68%,169,57%,12,82%,46,67%,64,62%,47,65%,76,74%,40,65%,30,35%,6,68%,169,65%,81,70%,88,68%,169,63%,19,64%,58,72%,47,69%,25,71%,20,53%,204,51%,98,54%,106,58%,28,49%,24,61%,31,49%,23,68%,169,55%,46,75%,79,73%,44
,Central Pattana,35%,225,32%,125,44%,92,46%,77,36%,15,32%,59,38%,27,30%,17,27%,15,32%,125,,,62%,33,58%,92,,,44%,92,55%,44,42%,32,30%,16,32%,125,30%,57,35%,68,32%,125,33%,23,37%,45,28%,35,31%,22,32%,125,39%,75,26%,50,19%,9,33%,16,33%,17,17%,8,32%,125,34%,17,28%,27,34%,81,,,40%,100,40%,100,59%,19,37%,81,37%,57,31%,21,45%,26,36%,10,40%,100,43%,60,37%,40,43%,94,34%,22,47%,72,40%,100,,,77%,43,59%,57,,,49%,57,57%,31,48%,22,24%,4,40%,100,40%,50,40%,50,40%,100,27%,8,38%,34,46%,30,53%,19,32%,9,32%,125,39%,75,26%,50,19%,9,33%,16,33%,17,17%,8,40%,100,37%,31,43%,46,38%,23
,Central Retail,29%,182,30%,115,55%,115,56%,94,50%,21,34%,62,35%,25,29%,16,38%,21,30%,115,67%,34,,,51%,81,,,55%,115,64%,51,57%,44,37%,20,30%,115,26%,49,34%,66,30%,115,38%,26,24%,29,27%,34,37%,26,30%,115,31%,60,28%,55,25%,12,22%,11,33%,17,32%,15,30%,115,32%,16,29%,28,30%,71,,,27%,67,27%,67,69%,22,21%,45,25%,38,26%,18,17%,10,36%,10,27%,67,24%,34,31%,33,28%,61,28%,18,28%,43,27%,67,71%,15,,,54%,52,,,57%,67,65%,35,52%,24,47%,8,27%,67,27%,34,26%,33,27%,67,20%,6,22%,20,31%,20,39%,14,25%,7,30%,115,31%,60,28%,55,25%,12,22%,11,33%,17,32%,15,27%,67,37%,31,17%,18,30%,18
,MAKRO,36%,230,32%,123,34%,71,32%,54,40%,17,34%,62,33%,24,34%,19,34%,19,32%,123,24%,12,26%,14,37%,59,31%,38,34%,71,40%,32,34%,26,24%,13,32%,123,27%,52,36%,71,32%,123,29%,20,32%,39,31%,39,35%,25,32%,123,31%,60,32%,63,31%,15,39%,19,29%,15,30%,14,32%,123,40%,20,30%,29,31%,74,,,43%,107,43%,107,44%,14,43%,93,44%,68,37%,25,60%,35,29%,8,43%,107,54%,76,29%,31,47%,103,23%,15,58%,88,43%,107,24%,5,63%,35,40%,38,38%,29,37%,43,52%,28,26%,12,18%,3,43%,107,35%,43,51%,64,43%,107,30%,9,47%,42,54%,35,33%,12,32%,9,32%,123,31%,60,32%,63,31%,15,39%,19,29%,15,30%,14,43%,107,33%,27,50%,53,45%,27
,BJC,17%,108,18%,70,26%,55,27%,46,21%,9,20%,37,21%,15,16%,9,23%,13,18%,70,14%,7,13%,7,30%,48,7%,8,26%,55,35%,28,23%,18,17%,9,18%,70,16%,31,20%,39,18%,70,22%,15,16%,20,15%,19,23%,16,18%,70,20%,38,16%,32,13%,6,14%,7,25%,13,13%,6,18%,70,24%,12,15%,15,18%,43,,,15%,38,15%,38,41%,13,12%,25,14%,21,18%,12,9%,5,14%,4,15%,38,16%,23,14%,15,17%,37,6%,4,22%,33,15%,38,14%,3,5%,3,28%,27,7%,5,26%,30,39%,21,15%,7,12%,2,15%,38,15%,19,15%,19,15%,38,13%,4,17%,15,9%,6,19%,7,21%,6,18%,70,20%,38,16%,32,13%,6,14%,7,25%,13,13%,6,15%,38,19%,16,18%,19,5%,3
,The Mall Group,33%,212,33%,127,36%,77,36%,61,38%,16,32%,59,26%,19,43%,24,29%,16,33%,127,25%,13,36%,19,40%,64,25%,31,36%,77,49%,39,31%,24,26%,14,33%,127,33%,63,33%,64,33%,127,22%,15,34%,42,37%,46,34%,24,33%,127,35%,67,31%,60,31%,15,24%,12,33%,17,34%,16,33%,127,28%,14,29%,28,35%,85,,,34%,85,34%,85,31%,10,35%,75,36%,55,34%,23,40%,23,32%,9,34%,85,40%,57,26%,28,38%,82,20%,13,45%,69,34%,85,19%,4,43%,24,36%,35,29%,22,33%,39,37%,20,35%,16,18%,3,34%,85,27%,34,41%,51,34%,85,30%,9,32%,29,40%,26,33%,12,32%,9,33%,127,35%,67,31%,60,31%,15,24%,12,33%,17,34%,16,34%,85,24%,20,45%,48,28%,17
,Siam Piwat,13%,81,13%,49,21%,45,24%,41,10%,4,11%,20,10%,7,9%,5,14%,8,13%,49,4%,2,4%,2,27%,43,2%,2,21%,45,24%,19,22%,17,17%,9,13%,49,13%,24,13%,25,13%,49,9%,6,11%,13,12%,15,21%,15,13%,49,17%,33,8%,16,6%,3,6%,3,14%,7,6%,3,13%,49,10%,5,7%,7,15%,37,,,13%,32,13%,32,34%,11,10%,21,14%,21,18%,12,7%,4,18%,5,13%,32,12%,17,14%,15,12%,27,12%,8,12%,19,13%,32,5%,1,2%,1,29%,28,3%,2,25%,29,28%,15,24%,11,18%,3,13%,32,12%,15,14%,17,13%,32,3%,1,13%,12,9%,6,22%,8,18%,5,13%,49,17%,33,8%,16,6%,3,6%,3,14%,7,6%,3,13%,32,19%,16,11%,12,7%,4
,None,7%,43,7%,29,7%,14,6%,10,10%,4,2%,3,1%,1,2%,1,2%,1,7%,29,4%,2,6%,3,8%,12,10%,12,7%,14,,,6%,5,17%,9,7%,29,7%,14,8%,15,7%,29,9%,6,7%,9,8%,10,6%,4,7%,29,7%,13,8%,16,15%,7,8%,4,8%,4,2%,1,7%,29,,,9%,9,8%,20,,,6%,14,6%,14,3%,1,6%,13,4%,6,3%,2,7%,4,,,6%,14,4%,6,7%,8,4%,8,8%,5,2%,3,6%,14,10%,2,2%,1,5%,5,8%,6,6%,7,2%,1,2%,1,29%,5,6%,14,8%,10,3%,4,6%,14,3%,1,3%,3,12%,8,3%,1,4%,1,7%,29,7%,13,8%,16,15%,7,8%,4,8%,4,2%,1,6%,14,10%,8,4%,4,3%,2
20) น่ายกย่อง ชื่นชม,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
,HOMEPRO,38%,241,36%,140,39%,82,39%,66,38%,16,41%,76,39%,28,41%,23,45%,25,36%,140,31%,16,21%,11,41%,66,38%,47,39%,82,51%,41,35%,27,26%,14,36%,140,34%,65,38%,75,36%,140,41%,28,33%,40,34%,42,42%,30,36%,140,32%,62,40%,78,42%,20,45%,22,31%,16,43%,20,36%,140,54%,27,32%,31,34%,82,,,41%,101,41%,101,50%,16,39%,85,39%,60,32%,22,53%,31,25%,7,41%,101,50%,70,29%,31,43%,93,29%,19,48%,74,41%,101,24%,5,57%,32,42%,40,32%,24,38%,45,43%,23,41%,19,18%,3,41%,101,36%,45,45%,56,41%,101,23%,7,47%,42,45%,29,28%,10,46%,13,36%,140,32%,62,40%,78,42%,20,45%,22,31%,16,43%,20,41%,101,29%,24,49%,52,42%,25
,CPALL,58%,368,51%,199,56%,119,54%,92,64%,27,51%,93,54%,39,46%,26,50%,28,51%,199,45%,23,49%,26,60%,96,44%,54,56%,119,68%,54,55%,42,43%,23,51%,199,51%,98,52%,101,51%,199,42%,29,48%,59,54%,68,61%,43,51%,199,51%,97,52%,102,52%,25,55%,27,55%,28,47%,22,51%,199,56%,28,48%,47,52%,124,,,68%,169,68%,169,69%,22,68%,147,76%,117,68%,46,90%,52,68%,19,68%,169,68%,96,68%,73,69%,151,52%,34,76%,117,68%,169,62%,13,80%,45,59%,57,71%,54,60%,70,72%,39,54%,25,35%,6,68%,169,68%,84,68%,85,68%,169,67%,20,67%,60,66%,43,78%,28,64%,18,51%,199,51%,97,52%,102,52%,25,55%,27,55%,28,47%,22,68%,169,63%,52,76%,81,60%,36
,Central Pattana,31%,198,27%,104,38%,80,39%,66,33%,14,25%,46,28%,20,20%,11,27%,15,27%,104,,,45%,24,50%,80,,,38%,80,53%,42,32%,25,24%,13,27%,104,23%,44,31%,60,27%,104,23%,16,29%,35,26%,33,28%,20,27%,104,30%,57,24%,47,21%,10,24%,12,27%,14,23%,11,27%,104,32%,16,27%,26,26%,62,,,38%,94,38%,94,50%,16,36%,78,34%,53,26%,18,47%,27,29%,8,38%,94,43%,60,31%,34,40%,88,26%,17,46%,71,38%,94,,,79%,44,52%,50,,,43%,50,57%,31,39%,18,6%,1,38%,94,38%,47,38%,47,38%,94,30%,9,36%,32,48%,31,39%,14,29%,8,27%,104,30%,57,24%,47,21%,10,24%,12,27%,14,23%,11,38%,94,35%,29,44%,47,30%,18
,Central Retail,25%,159,26%,101,48%,101,50%,84,40%,17,29%,54,31%,22,27%,15,30%,17,26%,101,47%,24,,,48%,77,,,48%,101,64%,51,44%,34,30%,16,26%,101,24%,47,28%,54,26%,101,28%,19,25%,31,23%,29,31%,22,26%,101,26%,50,26%,51,27%,13,14%,7,29%,15,34%,16,26%,101,34%,17,29%,28,23%,56,,,23%,58,23%,58,56%,18,18%,40,19%,29,21%,14,14%,8,25%,7,23%,58,21%,29,27%,29,24%,53,18%,12,27%,41,23%,58,57%,12,,,48%,46,,,50%,58,63%,34,48%,22,12%,2,23%,58,26%,32,21%,26,23%,58,13%,4,23%,21,26%,17,25%,9,25%,7,26%,101,26%,50,26%,51,27%,13,14%,7,29%,15,34%,16,23%,58,28%,23,24%,25,17%,10
,MAKRO,40%,254,37%,144,40%,85,39%,66,45%,19,40%,74,39%,28,36%,20,46%,26,37%,144,29%,15,36%,19,44%,70,33%,40,40%,85,48%,38,42%,32,28%,15,37%,144,32%,61,43%,83,37%,144,39%,27,33%,40,40%,50,38%,27,37%,144,36%,70,38%,74,38%,18,41%,20,29%,15,45%,21,37%,144,44%,22,34%,33,37%,89,,,44%,110,44%,110,44%,14,44%,96,44%,68,43%,29,55%,32,25%,7,44%,110,51%,72,35%,38,48%,105,25%,16,58%,89,44%,110,24%,5,64%,36,39%,37,42%,32,36%,42,50%,27,26%,12,18%,3,44%,110,38%,47,50%,63,44%,110,33%,10,44%,40,54%,35,42%,15,36%,10,37%,144,36%,70,38%,74,38%,18,41%,20,29%,15,45%,21,44%,110,40%,33,54%,57,33%,20
,BJC,18%,117,19%,75,27%,57,29%,49,19%,8,17%,32,22%,16,9%,5,20%,11,19%,75,10%,5,17%,9,33%,52,7%,9,27%,57,38%,30,25%,19,15%,8,19%,75,18%,34,21%,41,19%,75,26%,18,15%,18,18%,22,24%,17,19%,75,18%,35,21%,40,15%,7,22%,11,24%,12,21%,10,19%,75,22%,11,20%,19,19%,45,,,17%,42,17%,42,44%,14,13%,28,14%,22,18%,12,9%,5,18%,5,17%,42,15%,21,19%,21,17%,38,11%,7,20%,31,17%,42,14%,3,5%,3,30%,29,9%,7,27%,32,35%,19,26%,12,6%,1,17%,42,17%,21,17%,21,17%,42,13%,4,16%,14,14%,9,28%,10,18%,5,19%,75,18%,35,21%,40,15%,7,22%,11,24%,12,21%,10,17%,42,22%,18,17%,18,10%,6
,The Mall Group,32%,203,31%,119,36%,77,36%,61,38%,16,33%,60,32%,23,36%,20,30%,17,31%,119,27%,14,30%,16,39%,63,21%,26,36%,77,46%,37,36%,28,22%,12,31%,119,30%,57,32%,62,31%,119,26%,18,31%,38,30%,38,35%,25,31%,119,32%,61,30%,58,31%,15,24%,12,22%,11,43%,20,31%,119,36%,18,28%,27,31%,74,,,34%,84,34%,84,31%,10,34%,74,33%,51,34%,23,38%,22,21%,6,34%,84,42%,59,23%,25,37%,80,18%,12,44%,68,34%,84,10%,2,45%,25,35%,34,30%,23,31%,36,35%,19,35%,16,6%,1,34%,84,27%,34,40%,50,34%,84,37%,11,31%,28,37%,24,33%,12,32%,9,31%,119,32%,61,30%,58,31%,15,24%,12,22%,11,43%,20,34%,84,20%,17,47%,50,28%,17
,Siam Piwat,8%,54,8%,31,13%,28,14%,23,12%,5,9%,17,8%,6,7%,4,13%,7,8%,31,2%,1,2%,1,17%,27,2%,2,13%,28,18%,14,12%,9,9%,5,8%,31,9%,18,7%,13,8%,31,4%,3,7%,8,10%,12,11%,8,8%,31,11%,21,5%,10,2%,1,8%,4,6%,3,4%,2,8%,31,8%,4,7%,7,8%,20,,,9%,23,9%,23,25%,8,7%,15,11%,17,13%,9,7%,4,14%,4,9%,23,7%,10,12%,13,10%,22,8%,5,11%,17,9%,23,10%,2,2%,1,20%,19,1%,1,18%,21,22%,12,15%,7,12%,2,9%,23,9%,11,10%,12,9%,23,7%,2,8%,7,8%,5,14%,5,14%,4,8%,31,11%,21,5%,10,2%,1,8%,4,6%,3,4%,2,9%,23,13%,11,9%,10,3%,2
,None,11%,73,13%,50,13%,28,13%,22,14%,6,4%,8,1%,1,9%,5,4%,2,13%,50,10%,5,17%,9,14%,23,11%,13,13%,28,3%,2,14%,11,28%,15,13%,50,10%,20,15%,30,13%,50,17%,12,13%,16,13%,16,8%,6,13%,50,14%,26,12%,24,19%,9,10%,5,16%,8,4%,2,13%,50,2%,1,14%,14,15%,35,,,9%,23,9%,23,13%,4,9%,19,6%,10,4%,3,5%,3,14%,4,9%,23,9%,13,9%,10,6%,14,17%,11,2%,3,9%,23,10%,2,4%,2,19%,18,1%,1,17%,20,,,24%,11,53%,9,9%,23,11%,14,7%,9,9%,23,3%,1,9%,8,9%,6,11%,4,14%,4,13%,50,14%,26,12%,24,19%,9,10%,5,16%,8,4%,2,9%,23,11%,9,4%,4,17%,10
21) มีความครบ ตอบโจทย์รอบด้าน,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
,HOMEPRO,37%,237,35%,137,37%,79,38%,64,36%,15,38%,70,36%,26,39%,22,39%,22,35%,137,22%,11,23%,12,43%,68,37%,46,37%,79,51%,41,30%,23,28%,15,35%,137,32%,62,38%,75,35%,137,30%,21,37%,45,37%,46,35%,25,35%,137,34%,65,37%,72,33%,16,33%,16,43%,22,38%,18,35%,137,44%,22,29%,28,36%,87,,,40%,100,40%,100,38%,12,41%,88,41%,63,35%,24,53%,31,29%,8,40%,100,50%,70,28%,30,41%,90,28%,18,47%,72,40%,100,48%,10,50%,28,44%,42,26%,20,44%,52,50%,27,39%,18,41%,7,40%,100,33%,41,47%,59,40%,100,30%,9,44%,40,45%,29,28%,10,43%,12,35%,137,34%,65,37%,72,33%,16,33%,16,43%,22,38%,18,40%,100,31%,26,42%,45,48%,29
,CPALL,65%,411,58%,226,63%,133,64%,108,60%,25,57%,104,61%,44,52%,29,55%,31,58%,226,47%,24,58%,31,68%,109,50%,62,63%,133,70%,56,60%,46,57%,31,58%,226,57%,109,60%,117,58%,226,52%,36,58%,71,59%,74,63%,45,58%,226,59%,113,58%,113,65%,31,57%,28,65%,33,45%,21,58%,226,52%,26,57%,55,60%,145,,,74%,185,74%,185,75%,24,74%,161,77%,119,66%,45,95%,55,68%,19,74%,185,76%,107,72%,78,76%,165,71%,46,78%,119,74%,185,67%,14,84%,47,74%,71,70%,53,73%,85,80%,43,70%,32,59%,10,74%,185,73%,90,76%,95,74%,185,73%,22,73%,66,78%,51,75%,27,68%,19,58%,226,59%,113,58%,113,65%,31,57%,28,65%,33,45%,21,74%,185,67%,56,79%,84,75%,45
,Central Pattana,31%,198,28%,109,40%,85,41%,70,36%,15,29%,53,25%,18,32%,18,30%,17,28%,109,,,45%,24,53%,85,,,40%,85,50%,40,34%,26,35%,19,28%,109,27%,51,30%,58,28%,109,23%,16,30%,37,25%,31,35%,25,28%,109,33%,64,23%,45,17%,8,24%,12,31%,16,19%,9,28%,109,24%,12,28%,27,29%,70,,,36%,89,36%,89,56%,18,33%,71,32%,50,26%,18,47%,27,18%,5,36%,89,41%,58,29%,31,39%,84,23%,15,45%,69,36%,89,,,70%,39,52%,50,,,43%,50,61%,33,30%,14,18%,3,36%,89,33%,41,38%,48,36%,89,30%,9,33%,30,45%,29,36%,13,29%,8,28%,109,33%,64,23%,45,17%,8,24%,12,31%,16,19%,9,36%,89,35%,29,38%,40,33%,20
,Central Retail,25%,161,27%,105,50%,105,52%,88,40%,17,33%,61,31%,22,36%,20,34%,19,27%,105,55%,28,,,48%,77,,,50%,105,65%,52,51%,39,26%,14,27%,105,25%,48,29%,57,27%,105,28%,19,25%,30,25%,31,35%,25,27%,105,28%,53,27%,52,21%,10,24%,12,31%,16,30%,14,27%,105,34%,17,30%,29,25%,59,,,22%,56,22%,56,66%,21,16%,35,20%,31,22%,15,17%,10,21%,6,22%,56,21%,30,24%,26,23%,50,18%,12,25%,38,22%,56,57%,12,,,46%,44,,,48%,56,59%,32,39%,18,35%,6,22%,56,26%,32,19%,24,22%,56,17%,5,19%,17,26%,17,31%,11,21%,6,27%,105,28%,53,27%,52,21%,10,24%,12,31%,16,30%,14,22%,56,30%,25,17%,18,22%,13
,MAKRO,43%,271,41%,158,48%,101,46%,77,57%,24,46%,84,50%,36,38%,21,48%,27,41%,158,33%,17,30%,16,53%,84,33%,41,48%,101,55%,44,45%,35,41%,22,41%,158,35%,68,46%,90,41%,158,35%,24,41%,50,43%,54,42%,30,41%,158,41%,79,41%,79,44%,21,41%,20,37%,19,40%,19,41%,158,40%,20,36%,35,43%,103,,,45%,113,45%,113,47%,15,45%,98,45%,70,40%,27,55%,32,39%,11,45%,113,55%,77,33%,36,49%,106,28%,18,58%,88,45%,113,33%,7,57%,32,44%,42,42%,32,42%,49,46%,25,39%,18,35%,6,45%,113,40%,50,50%,63,45%,113,40%,12,42%,38,55%,36,42%,15,43%,12,41%,158,41%,79,41%,79,44%,21,41%,20,37%,19,40%,19,45%,113,39%,32,52%,55,43%,26
,BJC,19%,118,19%,75,28%,59,28%,48,26%,11,18%,33,21%,15,20%,11,13%,7,19%,75,12%,6,13%,7,33%,53,7%,9,28%,59,39%,31,23%,18,19%,10,19%,75,16%,30,23%,45,19%,75,23%,16,16%,19,18%,23,24%,17,19%,75,19%,37,19%,38,23%,11,20%,10,27%,14,6%,3,19%,75,20%,10,18%,17,20%,48,,,17%,43,17%,43,56%,18,12%,25,16%,25,21%,14,10%,6,18%,5,17%,43,18%,26,16%,17,19%,42,15%,10,21%,32,17%,43,10%,2,7%,4,33%,32,7%,5,29%,34,41%,22,24%,11,6%,1,17%,43,19%,24,15%,19,17%,43,10%,3,19%,17,14%,9,22%,8,21%,6,19%,75,19%,37,19%,38,23%,11,20%,10,27%,14,6%,3,17%,43,20%,17,18%,19,12%,7
,The Mall Group,31%,199,32%,123,39%,82,41%,69,31%,13,32%,59,25%,18,38%,21,36%,20,32%,123,25%,13,28%,15,43%,69,21%,26,39%,82,53%,42,39%,30,19%,10,32%,123,33%,64,30%,59,32%,123,26%,18,33%,40,34%,43,31%,22,32%,123,33%,64,30%,59,31%,15,14%,7,29%,15,47%,22,32%,123,30%,15,29%,28,33%,80,,,31%,76,31%,76,34%,11,30%,65,32%,49,26%,18,40%,23,29%,8,31%,76,36%,51,23%,25,34%,74,15%,10,42%,64,31%,76,19%,4,41%,23,32%,31,24%,18,30%,35,30%,16,33%,15,24%,4,31%,76,26%,32,35%,44,31%,76,23%,7,26%,23,40%,26,33%,12,29%,8,32%,123,33%,64,30%,59,31%,15,14%,7,29%,15,47%,22,31%,76,24%,20,38%,40,27%,16
,Siam Piwat,8%,50,8%,30,13%,27,13%,22,12%,5,6%,11,7%,5,4%,2,7%,4,8%,30,2%,1,2%,1,16%,26,2%,2,13%,27,18%,14,13%,10,6%,3,8%,30,8%,15,8%,15,8%,30,4%,3,5%,6,11%,14,10%,7,8%,30,10%,20,5%,10,6%,3,4%,2,6%,3,4%,2,8%,30,6%,3,6%,6,9%,21,,,8%,20,8%,20,28%,9,5%,11,10%,16,15%,10,7%,4,7%,2,8%,20,9%,12,7%,8,9%,19,3%,2,11%,17,8%,20,5%,1,4%,2,17%,16,1%,1,15%,17,17%,9,17%,8,,,8%,20,8%,10,8%,10,8%,20,7%,2,9%,8,6%,4,8%,3,11%,3,8%,30,10%,20,5%,10,6%,3,4%,2,6%,3,4%,2,8%,20,8%,7,9%,10,5%,3
,None,7%,47,9%,34,8%,17,9%,15,5%,2,1%,2,,,,,4%,2,9%,34,8%,4,13%,7,8%,13,8%,10,8%,17,3%,2,9%,7,15%,8,9%,34,7%,14,10%,20,9%,34,14%,10,7%,8,9%,11,7%,5,9%,34,9%,18,8%,16,15%,7,10%,5,6%,3,2%,1,9%,34,8%,4,8%,8,9%,22,,,5%,13,5%,13,3%,1,6%,12,5%,7,4%,3,3%,2,7%,2,5%,13,5%,7,6%,6,3%,7,8%,5,1%,2,5%,13,5%,1,4%,2,6%,6,5%,4,6%,7,,,2%,1,35%,6,5%,13,4%,5,6%,8,5%,13,3%,1,2%,2,6%,4,8%,3,11%,3,9%,34,9%,18,8%,16,15%,7,10%,5,6%,3,2%,1,5%,13,5%,4,5%,5,7%,4
22) มุ่งมั่น มีความพยายาม,Total,100%,636,100%,387,100%,211,100%,169,100%,42,100%,184,100%,72,100%,56,100%,56,100%,387,100%,51,100%,53,100%,160,100%,123,100%,211,100%,80,100%,77,100%,54,100%,387,100%,192,100%,195,100%,387,100%,69,100%,122,100%,125,100%,71,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,387,100%,50,100%,97,100%,240,,,100%,249,100%,249,100%,32,100%,217,100%,154,100%,68,100%,58,100%,28,100%,249,100%,141,100%,108,100%,218,100%,65,100%,153,100%,249,100%,21,100%,56,100%,96,100%,76,100%,117,100%,54,100%,46,100%,17,100%,249,100%,124,100%,125,100%,249,100%,30,100%,90,100%,65,100%,36,100%,28,100%,387,100%,192,100%,195,100%,48,100%,49,100%,51,100%,47,100%,249,100%,83,100%,106,100%,60
